id,taste,receptor_name,uniprot_id
207,odor,OR6C75,A6NL08
208,odor,"OR2AE1 OR2AE2",Q8NHA4
209,odor,"OR2AJ1 OR2AJ1P",Q8NGZ0
210,odor,OR2AT4,A6NND4
211,odor,OR2T12,Q8NG77
212,odor,OR2T35,Q8NGX2
213,odor,"OR5AC1 OR5AC1P",P0C628
214,odor,"OR5AL1 OR5AL1P",P0C617
215,odor,OR5AR1,Q8NGP9
216,odor,OR5H15,A6NDH6
217,odor,OR6C70,A6NIJ9
218,odor,OR1A1,Q9P1Q5
219,odor,OR1D4,P47884
220,odor,"OR1F2P OR1F2",Q96R84
221,odor,OR1M1,Q8NGA1
222,odor,OR2A7,Q96R45
223,odor,"OR2B3 OR2B3P",O76000
224,odor,"OR2L13 OR2L14",Q8N349
225,odor,OR2M4,Q96R27
226,odor,OR2T4,Q8NH00
227,odor,"OR2T8 OR2T8P",A6NH00
228,odor,"OR2W5 OR2W5P",A6NFC9
229,odor,"OR3A2 OLFRA04",P47893
230,odor,OR4A5,Q8NH83
231,odor,OR4C3,Q8NH37
232,odor,"OR4C11 OR4C11P",Q6IEV9
233,odor,OR4D2,P58180
234,odor,"OR4D11 OR4D11P",Q8NGI4
235,odor,OR4F5,Q8NH21
236,odor,"OR4K3 OR4K3P",Q96R72
237,odor,"OR4Q2 OR4Q2P",P0C623
238,odor,"OR4S2 OR4S2P",Q8NH73
239,odor,OR5B2,Q96R09
240,odor,"OR5G3 OR5G3P OR5G6P",P0C626
241,odor,"OR5H8 OR5H8P",P0DN80
242,odor,OR5K1,Q8NHB7
243,odor,"OR6B2 OR6B2P",Q6IFH4
244,odor,OR6C2,Q9NZP2
245,odor,"OR6J1 OR6J2",Q8NGC5
246,odor,OR6K2,Q8NGY2
247,odor,OR6N2,Q8NGY6
248,odor,OR6X1,Q8NH79
249,odor,OR7A10,O76100
250,odor,OR8G3P,P0DMU2
251,odor,OR8D4,Q8NGM9
252,odor,OR8H2,Q8N162
253,odor,OR8I2,Q8N0Y5
254,odor,"OR8J2 OR8J2P",Q8NGG1
255,odor,OR8U9,P0C7N5
256,odor,OR9G4,Q8NGQ1
257,odor,OR9Q1,Q8NGQ5
258,odor,OR4A47,Q6IF82
259,odor,"OR4F21 OR4F21P",O95013
260,odor,OR51B4,Q9Y5P0
261,odor,OR51D1,Q8NGF3
262,odor,"OR51E2 PSGR",Q9H255
263,odor,"OR51G1 OR51G3P",Q8NGK1
264,odor,OR51I1,Q9H343
265,odor,"OR51J1 OR51J1P OR51J2",Q9H342
266,odor,OR52B2,Q96RD2
267,odor,OR52D1,Q9H346
268,odor,OR52I1,Q8NGK6
269,odor,OR52R1,Q8NGF1
270,odor,"OR56B1 OR56B1P",Q8NGI3
271,odor,OR5AN1,Q8NGI8
272,odor,OR5AS1,Q8N127
273,odor,OR5H14,A6NHG9
274,odor,OR6C74,A6NCV1
275,odor,"OR8G2P OR8G2 OR8G4",Q6IF36
276,odor,OR10A3,P58181
277,odor,OR10A6,Q8NH74
278,odor,OR10J5,Q8NHC4
279,odor,"OR10P1 OR10P1P OR10P2P OR10P3P",Q8NGE3
280,odor,"OR10W1 OR10W1P UNQ6469/PRO34070",Q8NGF6
281,odor,OR11H1,Q8NG94
282,odor,OR13C2,Q8NGS9
283,odor,"OR13C7 OR13C7P",P0DN81
284,odor,OR13D1,Q8NGV5
285,odor,OR13G1,Q8NGZ3
286,odor,"OR14C36 OR5BF1",Q8NHC7
287,odor,"OR14L1P OR5AV1P",Q8NHC6
288,odor,OR51A2,Q8NGJ7
289,odor,OR51A7,Q8NH64
290,odor,OR51B6,Q9H340
291,odor,"OR51E1 GPR164 OR51E1P OR52A3P POGR PSGR2",Q8TCB6
292,odor,OR51F2,Q8NH61
293,odor,"OR51H1 OR51H1P",Q8NH63
294,odor,OR51L1,Q8NGJ5
295,odor,OR51T1,Q8NGJ9
296,odor,OR52A1,Q9UKL2
297,odor,OR52B6,Q8NGF0
298,odor,OR52E2,Q8NGJ4
299,odor,OR52E5,Q8NH55
300,odor,OR52E8,Q6IFG1
301,odor,OR52I2,Q8NH67
302,odor,OR52K1,Q8NGK4
303,odor,OR52L1,Q8NGH7
304,odor,OR52N1,Q8NH53
305,odor,OR52N4,Q8NGI2
306,odor,"OR56A5 OR56A5P",P0C7T3
307,odor,OR1A2,Q9Y585
308,odor,OR1B1,Q8NGR6
309,odor,OR1D5,P58170
310,odor,"OR1E3 OR1E3P",Q8WZA6
311,odor,"OR1F12 OR1F12P",Q8NHA8
312,odor,OR1J1,Q8NGS3
313,odor,OR1K1,Q8NGR3
314,odor,"OR1L4 OR1L5",Q8NGR5
315,odor,OR1L8,Q8NGR8
316,odor,"OR1P1 OR1P1P",Q8NH06
317,odor,"OR2A2 OR2A17P OR2A2P",Q6IF42
318,odor,"OR2A5 OR2A26 OR2A8",Q96R48
319,odor,"OR2B2 OR2B9",Q9GZK3
320,odor,"OR2L2 OR2L12 OR2L4P",Q8NH16
321,odor,"OR2T7 OR2T7P",P0C7T2
322,odor,OR2W1,Q9Y3N9
323,odor,OR4B1,Q8NGF8
324,odor,OR4C6,Q8NH72
325,odor,OR4C13,Q8NGP0
326,odor,OR4C16,Q8NGL9
327,odor,OR4D5,Q8NGN0
328,odor,OR4D9,Q8NGE8
329,odor,"OR4E1 OR4E1P",P0C645
330,odor,"OR4F3; OR4F16; OR4F29",Q6IEY1
331,odor,OR4K1,Q8NGD4
332,odor,OR4K13,Q8NH42
333,odor,"OR4L1 OR4L2P",Q8NH43
334,odor,OR4N2,Q8NGD1
335,odor,OR4N5,Q8IXE1
336,odor,OR4S1,Q8NGB4
337,odor,OR4X2,Q8NGF9
338,odor,OR5L1,Q8NGL2
339,odor,OR5M1,Q8NGP8
340,odor,OR5M9,Q8NGP3
341,odor,OR5P2,Q8WZ92
342,odor,OR5T2,Q8NGG2
343,odor,OR5V1,Q9UGF6
344,odor,OR6S1,Q8NH40
345,odor,"OR7A2P OR7A2 OR7A7",Q8NGA2
346,odor,"OR7G1 OR7G1P",Q8NGA0
347,odor,OR8B2,Q96RD0
348,odor,OR8B8,Q15620
349,odor,OR8D2,Q9GZM6
350,odor,"OR8G5 OR8G5P OR8G6",Q8NG78
351,odor,OR8J3,Q8NGG0
352,odor,OR8K5,Q8NH50
353,odor,OR8U1,Q8NH10
354,odor,OR9A2,Q8NGT5
355,odor,OR9I1,Q8NGQ6
356,odor,"OR9Q2 OR9Q2P",Q8NGE9
357,odor,"OR10A4 OR10A4P",Q9H209
358,odor,"OR10AC1 OR10AC1P",Q8NH08
359,odor,OR10AG1,Q8NH19
360,odor,"OR10D4P OR10D4",Q8NGN7
361,odor,OR10G3,Q8NGC4
362,odor,OR10G7,Q8NGN6
363,odor,OR10H5,Q8NGA6
364,odor,"OR10J4 OR10J4P",P0C629
365,odor,OR10Q1,Q8NGQ4
366,odor,OR10S1,Q8NGN2
367,odor,"OR10X1 OR10X1P",Q8NGY0
368,odor,OR11G2,Q8NGC1
369,odor,OR11H6,Q8NGC7
370,odor,OR11L1,Q8NGX0
371,odor,OR12D2,P58182
372,odor,OR13C4,Q8NGS5
373,odor,"OR14I1 OR5BU1 OR5BU1P",A6ND48
374,odor,OR1S1,Q8NH92
375,odor,"OR2A1; OR2A42",Q8NGT9
376,odor,OR2B11,Q5JQS5
377,odor,OR2D3,Q8NGH3
378,odor,OR2G2,Q8NGZ5
379,odor,OR6V1,Q8N148
380,odor,OR7A5,Q15622
381,odor,OR7D2,Q96RA2
382,odor,OR7G3,Q8NG95
383,odor,OR8B3,Q8NGG8
384,odor,OR8B12,Q8NGG6
385,odor,"OR8G1 OR8G1P",Q15617
386,odor,OR8H1,Q8NGG4
387,odor,OR8H3,Q8N146
388,odor,OR8J1,Q8NGP2
389,odor,OR8K3,Q8NH51
390,odor,OR8U8,P0C7N1
391,odor,"OR9A1P OR9A1",Q8NGU1
392,odor,OR9G9,P0C7N8
393,odor,OR9K2,Q8NGE7
394,odor,"OR2L5 OR2L11",Q8NG80
395,odor,OR2M2,Q96R28
396,odor,"OR2M5 OR2M5P",A3KFT3
397,odor,"OR2T2 OR2T2P",Q6IF00
398,odor,"OR2T6 OR2T6P OR2T9",Q8NHC8
399,odor,"OR2V2 OR2V3",Q96R30
400,odor,"OR2W6P OR2W7P",Q8NHA6
401,odor,"OR2Z1 OR2Z2",Q8NG97
402,odor,OR4A4P,Q8NGN8
403,odor,"OR4A8 OR4A8P",P0C604
404,odor,OR4C5,Q8NGB2
405,odor,OR4C12,Q96R67
406,odor,OR4C15,Q8NGM1
407,odor,"OR4D1 OR4D3",Q15615
408,odor,"OR4F6 OR4F12",Q8NGB9
409,odor,OR4K2,Q8NGD2
410,odor,OR4K15,Q8NH41
411,odor,OR4M2,Q8NGB6
412,odor,OR5A2,Q8NGI9
413,odor,"OR5B17 OR5B20P",Q8NGF7
414,odor,"OR5C1 OR5C2P",Q8NGR4
415,odor,OR5D16,Q8NGK9
416,odor,OR5H1,A6NKK0
417,odor,OR5K4,A6NMS3
418,odor,OR5M3,Q8NGP4
419,odor,"OR5R1 OR5R1P",Q8NH85
420,odor,OR5T3,Q8NGG3
421,odor,OR6B1,O95007
422,odor,OR6C3,Q9NZP0
423,odor,OR6Q1,Q8NGQ2
424,odor,"OR7C2 OR7C3",O60412
425,odor,OR7G2,Q8NG99
426,odor,OR8A1,Q8NGG7
427,odor,"OR8B4 OR8B4P",Q96RC9
428,odor,OMP,P47874
429,odor,OR1C1,Q15619
430,odor,"OR1G1 OR1G2",P47890
431,odor,OR1I1,O60431
432,odor,OR1J4,Q8NGS1
433,odor,"OR1L6 OR1L7",Q8NGR2
434,odor,"OR1N1 OR1N3",Q8NGS0
435,odor,OR2G3,Q8NGZ4
436,odor,"OR2J1 OR2J1P",Q9GZK6
437,odor,"OR2K2 OR2AR1P",Q8NGT1
438,odor,OR4D6,Q8NGJ1
439,odor,"OR4D10 OR4D10P",Q8NGI6
440,odor,OR4E2,Q8NGC2
441,odor,OR4F4,Q96R69
442,odor,OR4K5,Q8NGD3
443,odor,OR4K17,Q8NGC6
444,odor,"OR4P4 OR4P3P",Q8NGL7
445,odor,"OR4Q3 C14orf13 OR4Q4",Q8NH05
446,odor,OR4X1,Q8NH49
447,odor,"OR5B12 OR5B12P OR5B16",Q96R08
448,odor,OR5D13,Q8NGL4
449,odor,OR5D18,Q8NGL1
450,odor,OR5H2,Q8NGV7
451,odor,OR5J2,Q8NH18
452,odor,OR5K3,A6NET4
453,odor,OR5M10,Q6IEU7
454,odor,OR5P3,Q8WZ94
455,odor,"OR5T1 OR5T1P",Q8NG75
456,odor,"OR6B3 OR6B3P",Q8NGW1
457,odor,OR6C4,Q8NGE1
458,odor,OR6K6,Q8NGW6
459,odor,OR6M1,Q8NGM8
460,odor,OR6T1,Q8NGN1
461,odor,"OR6Y1 OR6Y2",Q8NGX8
462,odor,OR7A17,O14581
463,odor,"VN1R1 V1RL1 VNR19I1",Q9GZP7
464,odor,"OR5J2 hCG_2044299",A0A126GVP0
465,odor,"OR52A1 hCG_1992071",A0A126GVH8
466,odor,OR2J3,A0A126GWH6
467,odor,OR14J1,A0A126GW10
468,odor,OR12D2,A0A140T9F1
469,odor,"OR11A1 hCG_1748532",A0A024RCH9
470,odor,"OR1E2 hCG_1775671",A0A126GW81
471,odor,"OR13C8 hCG_1799737",A0A126GVC7
472,odor,"OR5AS1 hCG_2044294",A0A126GVD4
473,odor,OR5V1,A0A126GV99
474,odor,,Q8N164
475,odor,"OR2M5 hCG_2040518",Q8NH91
476,odor,olfr89,O95499
477,odor,hCG_39951,Q8NGY4
478,odor,"OR6P1 hCG_2044698",A0A126GV72
479,odor,,Q86SH3
480,odor,"OR8G1 hCG_2032663",A0A126GVX6
481,odor,"OR2K2 hCG_1790497",A0A0C4DFP3
482,odor,"OR4B1 hCG_2040367",A0A126GVH6
483,odor,"OR2L5 hCG_2044366",A0A126GWR8
484,odor,OR51M1,B2RNI9
485,odor,"OR2F2 hCG_20246",A0A126GV97
486,odor,"OR9Q2 hCG_2044355",A0A126GW85
487,odor,OR2J3,A0A126GWJ0
488,odor,OR10C1,A0A126GWH9
489,odor,OR2W1,A0A126GWH5
490,odor,OR2J2,A0A126GVA5
491,odor,OR10C1,A0A126GV80
492,odor,"OR10C1 hCG_1645045",Q6IFQ5
493,odor,OR2W1,A0A126GWA3
494,odor,OR2B2,A0A126GWD0
495,odor,OR2J2,A0A126GW24
496,odor,,Q86SF3
497,odor,OR4F3,Q6IFP3
498,odor,"OR11L1 hCG_18912",B9EIN8
499,odor,"OR10A7 hCG_2014374",A0A126GVR3
500,odor,,Q86SF1
501,odor,,Q86SG0
502,odor,,Q86SI3
503,odor,"OR2AP1 hCG_1648196",A0A126GVS5
504,odor,OR3A1,A0A126GVP1
505,odor,"OR2M2 hCG_1747589",A0A126GWI7
506,odor,,A0A1U9X853
507,odor,OR2H2,A0A126GV84
508,odor,"OR9G4 hCG_2040395",A0A126GVD2
509,odor,"OR8K1 hCG_2044295",A0A126GVZ6
510,odor,OR10C1,A0A140T9J0
511,odor,"OR2M7 O OR2M7 hCG_2040386",A0A126GVX9
512,odor,"OR2H1 hCG_1800160",A0A024RCM6
513,odor,OR4F15,A0A126GW41
514,odor,OR2J3,A0A126GWR6
515,odor,hCG_2044349,Q6IFD1
516,odor,OR6N1,B2RUT4
517,odor,"OR2A12 hCG_1685802 tcag7.1103",A4D2G4
518,odor,"OR10R2 hCG_39949",A0A126GVZ9
519,odor,,Q86SI8
520,odor,"OR4S1 hCG_1807712",A0A126GVU1
521,odor,"OR2J2 hCG_1748528",A0A126GVZ0
522,odor,"OR2A5 hCG_19627",B9EGX1
523,odor,"OR5AR1 hCG_2016323",A0A126GVM6
524,odor,"OR1G1 hCG_1645105",A0A126GW57
525,odor,"OR2B6 hCG_1999027",A0A126GW55
526,odor,"OR52A5 hCG_1647754",A0A126GWD2
527,odor,OR2J3,A0A126GWT2
528,odor,OR5AP2,B9EH20
529,odor,"OR3A1 hCG_1644831",A0A126GWI0
530,odor,OR4K17,A0A126GVZ4
531,odor,OR1L1,A0A0B4J1S0
532,odor,"OR2AE1 hCG_1804975",A0A126GVB7
533,odor,"OR5H6 hCG_2044421",A0A126GW86
534,odor,"OR7G2 hCG_1794757",A0A126GW43
535,odor,,Q86SG9
536,odor,"OR4D11 hCG_2044272",A0A126GVQ9
537,odor,OR2W1,A0A126GVA1
538,odor,"OR2V2 hCG_19972",A0A126GVA3
539,odor,,Q86SG8
540,odor,"OR5C1 hCG_31040",Q6IFM9
541,odor,"OR4C11 hCG_2040350",A0A126GVN6
542,odor,,Q86SE3
543,odor,OR8G2,Q8N0Y1
544,odor,"OR2T11 hCG_1644736",B9EIN4
545,odor,OR2J2,A0A126GWS4
546,odor,hCG_2044305,Q6IF40
547,odor,"OR10G3 hCG_2041507",A0A126GWE3
548,odor,"OR2M4 hCG_1643372",A0A126GV73
549,odor,"OR6C3 hCG_2044321",A0A126GW44
550,odor,OR51L1,A0A126GVJ8
551,odor,"OR2L2 hCG_2041355",A0A126GW34
552,odor,"OR5M9 hCG_2044259",A0A126GVK6
553,odor,"OR10H2 hCG_2039409",A0A126GWJ7
554,odor,"OR4A5 hCG_2044384",A0A126GWJ2
555,odor,"OR4A4 hCG_2043459 hCG_2044367",A0A126GWA7
556,odor,"OR2A14 hCG_2040516 tcag7.1232",A4D2G5
557,odor,"OR10H1 hCG_1643624",A0A126GWG6
558,odor,"OR1E5 OR1E1",A0A126GVU7
559,odor,"OR4D2 hCG_1686010",A0A126GWK0
560,odor,OR4F6,A0A126GV96
561,odor,"OR14I1 OR5BU1 hCG_2044580",B2RNZ0
562,odor,"OR6K3 hCG_39950",A0A126GW50
563,odor,"OR4E2 hCG_1647028",A0A126GVR8
564,odor,"OR52K1 hCG_1992239",A0A126GVF2
565,odor,"OR10T2 hCG_2040323",A0A126GV74
566,odor,"OR6A2 hCG_1643359",A0A126GW91
567,odor,OR12D2,A0A140T931
568,odor,"OR14A2 hCG_2040527",A0A126GWG8
569,odor,"OR4Q3 hCG_2044236",A0A126GWJ8
570,odor,,Q86SI5
571,odor,"OR6Q1 hCG_1645623",A0A126GVP6
572,odor,"OR4N5 hCG_2044309",A0A126GVN4
573,odor,"OR56B4 hCG_2033459",A0A126GVL4
574,odor,"OR4S2 hCG_2044351",A0A126GVG1
575,odor,,Q86SH1
576,odor,"OR10A6 hCG_2044388",A0A126GWS0
577,odor,OR52E4,B9EH08
578,odor,"OR10K2 hCG_2044642",A0A126GV65
579,odor,"OR1D2 hCG_2039669",A0A126GVV4
580,odor,"OR13C4 hCG_1804868",A0A126GVC9
581,odor,,Q8NGG9
582,odor,"OR5P2 hCG_1784551",A0A126GVJ7
583,odor,"OR2T5 hCG_2044340",B9EIN2
584,odor,OR1N2,A0A126GVE2
585,odor,"OR51I2 hCG_2043328",A0A126GVE9
586,odor,"OR51D1 hCG_2040513",A0A126GVM2
587,odor,OR1F12,D2XT26
588,odor,"OR8J3 hCG_41019",A0A126GVE3
589,odor,OR1Q1,B9EIK1
590,odor,"OR5AN1 hCG_2044276",A0A126GVP9
591,odor,"OR12D3 hCG_25624",D2XT27
592,odor,"OR1F1 hCG_1984382",A0A126GVR9
593,odor,"OR7C2 hCG_1779707",A0A126GVS9
594,odor,"OR4D9 hCG_2044273",A0A126GVP8
595,odor,,Q86SJ4
596,odor,"OR52I2 hCG_2040529",A0A126GWK8
597,odor,"OR10A5 hCG_1992900",Q6IFG6
598,odor,6M1-16,Q8IU63
599,odor,"OR4K13 hCG_1800595",A0A126GVS2
600,odor,"OR11H6 hCG_2044308",A0A126GVP4
601,odor,,Q86SF4
602,odor,"OR5B3 hCG_2044361",A0A126GVH3
603,odor,"OR5I1 hCG_1730362",A0A126GVE5
604,odor,"OR5AK2 hCG_1685898",A0A126GVS7
605,odor,"OR4K5 hCG_2044251",A0A126GVN5
606,odor,"OR51G1 hCG_2041338",A0A126GVF5
607,odor,OR10C1,A0A0G2JL13
608,odor,"OR13H1 hCG_1783466",A0A126GW70
609,odor,"OR2T5 OR2T29",A0A126GW61
610,odor,"OR2L13 hCG_1725377",A0A126GW96
611,odor,"OR7A5 hCG_2000909",Q17RS1
612,odor,OR14J1,A0A126GWP1
613,odor,OR12D3,A0A0G2JL33
614,odor,"OR2A25 hCG_1685803",A0A126GWI2
615,odor,"OR7A17 hCG_1779708",A0A126GVR5
616,odor,OR10C1,A0A087WY02
617,odor,"OR8H3 hCG_2044404",A0A126GVN3
618,odor,OR51F1,A6NLW9
619,odor,"OR5L1 hCG_2040388",A0A126GVL0
620,odor,"OR4N2 hCG_2044375",A0A126GVT2
621,odor,hCG_1646325,Q8NGD8
622,odor,"OR4A16 hCG_2044396",A0A126GW87
623,odor,"OR2T1 hCG_1724362",A0A126GWK9
624,odor,OR2J3,A0A126GWH1
625,odor,"GPX6 hCG_1643762",A3KN74
626,odor,,Q8NH86
